0	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
1	1.001113	-0.000694	1.724426	0.000694	1.001113	0.438934	
2	1.001559	0.000103	-0.068604	-0.000103	1.001559	-1.378082	
3	1.002699	-0.002958	0.446106	0.002958	1.002699	-3.066605	
4	1.001668	-0.000684	-1.495789	0.000684	1.001668	-0.935028	
5	1.002125	-0.001336	-1.935364	0.001336	1.002125	-1.627747	
6	1.002299	-0.001454	-2.933533	0.001454	1.002299	-2.695190	
7	1.002702	-0.001716	-4.296936	0.001716	1.002702	-3.038025	
8	1.002821	-0.002187	-5.639709	0.002187	1.002821	0.500198	
9	1.003239	-0.001523	-5.329224	0.001523	1.003239	-0.970490	
10	1.001977	-0.000177	-4.513062	0.000177	1.001977	3.589508	
11	1.001923	-0.001043	-3.820862	0.001043	1.001923	0.966461	
12	1.001898	-0.000302	-3.305725	0.000302	1.001898	2.898178	
13	1.004853	-0.001106	-6.549744	0.001106	1.004853	5.591217	
14	1.000112	0.000755	-2.260132	-0.000755	1.000112	5.012146	
15	1.000888	-0.001651	1.920776	0.001651	1.000888	0.857544	
16	1.001126	-0.000390	0.330017	0.000390	1.001126	0.887390	
17	1.001624	-0.000505	-3.121460	0.000505	1.001624	1.523010	
18	1.002609	-0.000414	0.014526	0.000414	1.002609	-0.136887	
19	1.001718	-0.000506	-2.878296	0.000506	1.001718	1.034119	
20	1.001384	-0.000423	-2.526672	0.000423	1.001384	-1.201538	
21	1.001680	-0.000177	-1.941406	0.000177	1.001680	-1.227356	
22	1.002131	-0.000355	-2.075500	0.000355	1.002131	-2.335419	
23	1.003375	-0.001444	-4.431458	0.001444	1.003375	-0.435654	
24	1.001688	-0.000524	-2.644348	0.000524	1.001688	0.482422	
25	1.001230	-0.000069	-1.951599	0.000069	1.001230	2.434692	
26	1.001690	-0.001660	-1.310364	0.001660	1.001690	0.944031	
27	1.001698	-0.001470	-3.893738	0.001470	1.001698	0.188141	
28	1.003056	-0.002214	-3.018250	0.002214	1.003056	3.230377	
29	1.001885	-0.001730	-1.413391	0.001730	1.001885	-1.168945	
30	1.002494	-0.001628	-5.050903	0.001628	1.002494	0.215546	
31	1.001585	-0.001699	-2.879639	0.001699	1.001585	-0.360352	
32	1.001742	-0.001538	-1.682007	0.001538	1.001742	-2.244690	
33	1.003678	-0.000586	-5.861084	0.000586	1.003678	-1.332794	
34	1.001621	0.000009	-1.963318	-0.000009	1.001621	-2.103149	
35	1.002645	0.000920	-4.070923	-0.000920	1.002645	-0.396942	
36	1.001682	0.000991	-4.436157	-0.000991	1.001682	0.461426	
37	1.001356	0.001256	-1.577087	-0.001256	1.001356	0.005066	
38	1.001948	0.002853	-0.879700	-0.002853	1.001948	2.499573	
39	1.001434	0.001692	-0.586243	-0.001692	1.001434	0.767609	
40	1.003321	0.001979	-1.887512	-0.001979	1.003321	1.182648	
41	0.999064	-0.002832	1.492188	0.002832	0.999064	-0.732239	
42	1.000473	0.002398	6.343323	-0.002398	1.000473	2.069183	
43	0.999707	0.001950	9.892456	-0.001950	0.999707	-2.286835	
44	1.000084	0.000589	3.635803	-0.000589	1.000084	-1.153748	
45	1.001194	0.000607	4.661560	-0.000607	1.001194	-3.493805	
46	1.001502	0.000265	2.722961	-0.000265	1.001502	-2.175323	
47	1.001125	0.000240	0.913025	-0.000240	1.001125	-2.945190	
48	1.002205	0.001896	3.736572	-0.001896	1.002205	-7.344147	
49	1.001692	0.000991	0.863586	-0.000991	1.001692	-0.905365	
50	1.000927	0.000450	0.807434	-0.000450	1.000927	-0.149384	
51	1.000736	0.001327	1.632446	-0.001327	1.000736	-0.155304	
52	1.000899	0.001177	1.803955	-0.001177	1.000899	1.612274	
53	1.001571	-0.000213	1.985535	0.000213	1.001571	1.246704	
54	1.000916	0.000840	0.085754	-0.000840	1.000916	2.287506	
55	1.001482	0.000502	-1.682190	-0.000502	1.001482	3.277847	
56	1.000726	-0.001616	3.787476	0.001616	1.000726	-1.393463	
57	1.002679	-0.000636	-2.888672	0.000636	1.002679	-1.534882	
58	1.002324	-0.003086	-0.237427	0.003086	1.002324	-1.043152	
59	1.002319	-0.001311	-2.131409	0.001311	1.002319	-2.498047	
60	1.002042	-0.000705	-3.343567	0.000705	1.002042	-0.910004	
61	1.002041	-0.000821	-2.505188	0.000821	1.002041	-3.469391	
62	1.002196	-0.000267	-2.576233	0.000267	1.002196	-2.333099	
63	1.003193	0.000367	-3.963135	-0.000367	1.003193	-1.461624	
64	1.001124	0.000053	-0.759094	-0.000053	1.001124	-1.680664	
65	1.002062	0.000685	-1.986938	-0.000685	1.002062	-0.489471	
66	1.001566	0.000630	-1.210449	-0.000630	1.001566	1.357941	
67	1.002000	-0.000480	-0.898010	0.000480	1.002000	-2.250854	
68	1.003549	0.000678	-2.091797	-0.000678	1.003549	-0.550827	
69	1.001633	-0.000504	2.691711	0.000504	1.001633	-0.759003	
70	1.002331	-0.000312	1.498901	0.000312	1.002331	-2.545715	
71	1.002578	0.000032	-2.472595	-0.000032	1.002578	-1.923004	
72	1.001844	-0.001119	1.817139	0.001119	1.001844	-3.067139	
73	1.005977	-0.001732	-0.334961	0.001732	1.005977	-8.942154	
74	1.001607	-0.000546	-1.291382	0.000546	1.001607	-3.757523	
75	1.002000	-0.000442	-0.430359	0.000442	1.002000	-4.732758	
76	1.002282	0.000146	-1.546631	-0.000146	1.002282	-2.394272	
77	1.001794	0.000517	-2.258057	-0.000517	1.001794	-0.992188	
78	1.003097	-0.000350	0.155273	0.000350	1.003097	-2.914825	
79	1.001438	0.000666	-1.133545	-0.000666	1.001438	1.531296	
80	1.001452	-0.000395	-1.165771	0.000395	1.001452	0.578217	
81	1.001077	-0.000285	0.260071	0.000285	1.001077	0.241531	
82	1.001384	0.000346	-0.669434	-0.000346	1.001384	2.307785	
83	1.002547	-0.001572	-0.677979	0.001572	1.002547	3.447601	
84	1.001363	0.000073	0.147156	-0.000073	1.001363	0.689789	
85	1.001290	0.000324	-0.580627	-0.000324	1.001290	3.772781	
86	1.001166	-0.000359	0.043701	0.000359	1.001166	0.635040	
87	1.001583	0.000453	-1.165833	-0.000453	1.001583	0.970032	
88	1.002643	0.002395	-2.802795	-0.002395	1.002643	2.837219	
89	1.001599	0.001694	-2.204834	-0.001694	1.001599	0.868835	
90	1.001824	0.002172	-2.410889	-0.002172	1.001824	2.147827	
91	1.001767	0.001125	-2.700317	-0.001125	1.001767	0.433197	
92	1.001796	0.002735	-3.520630	-0.002735	1.001796	2.881073	
93	1.002588	0.004927	-4.278442	-0.004927	1.002588	6.373047	
94	1.001370	0.001863	-1.485413	-0.001863	1.001370	3.436829	
95	1.001671	0.001346	-2.410950	-0.001346	1.001671	2.247864	
96	1.002870	0.002892	-3.063965	-0.002892	1.002870	5.106903	
97	1.001136	0.000781	-1.521484	-0.000781	1.001136	0.974670	
98	1.001298	0.002282	2.053406	-0.002282	1.001298	3.073853	
99	1.001472	0.001190	-0.750183	-0.001190	1.001472	-0.421722	
100	1.001068	0.001441	1.681030	-0.001441	1.001068	0.604996	
101	1.002015	0.000125	0.583740	-0.000125	1.002015	-2.826965	
102	1.001633	-0.000051	-0.930115	0.000051	1.001633	-2.466782	
