1,1,1376,485,37,28,0,11,1.0
2,1,1379,486,37,28,0,11,1.0
3,1,1382,487,38,29,0,11,1.0
4,1,1386,488,38,29,0,11,1.0
5,1,1389,490,38,29,0,11,1.0
1,2,1371,518,33,95,1,1,0.67647
2,2,1375,516,32,94,1,1,0.66667
3,2,1379,514,32,93,1,1,0.64829
4,2,1383,513,33,99,1,1,0.61912
5,2,1387,519,33,100,1,1,0.64123
1,3,1391,474,10,148,0,10,0.80537
2,3,1395,471,10,150,0,10,0.80795
3,3,1399,468,10,152,0,10,0.80392
4,3,1403,466,11,153,0,10,0.80519
5,3,1406,471,11,154,0,10,0.80645
1,4,1477,519,38,76,1,1,1.0
2,4,1481,517,37,72,1,1,1.0
3,4,1485,515,37,68,1,1,1.0
4,4,1490,513,36,64,1,1,1.0
5,4,1496,519,35,70,1,1,1.0
1,5,1521,568,52,109,1,1,1.0
2,5,1527,561,55,118,1,1,1.0
3,5,1538,555,55,118,1,1,1.0
4,5,1541,560,55,118,1,1,1.0
5,5,1547,567,55,120,1,1,1.0
1,6,1609,558,57,118,1,1,1.0
2,6,1615,560,57,114,1,1,1.0
3,6,1626,546,58,127,1,1,1.0
4,6,1633,553,58,125,1,1,1.0
5,6,1640,563,61,130,1,1,1.0
1,7,1445,511,33,78,1,1,0.94713
2,7,1448,504,33,79,1,1,0.97537
3,7,1451,500,34,78,1,1,0.97685
4,7,1456,501,31,79,1,1,1.0
5,7,1461,509,30,80,1,1,1.0
1,8,-13,662,64,224,1,1,0.78462
2,8,-21,652,64,224,1,1,0.66154
1,9,122,711,49,97,1,1,1.0
2,9,111,698,49,97,1,1,1.0
3,9,105,726,49,97,1,1,1.0
4,9,94,724,49,97,1,1,1.0
5,9,82,717,38,104,1,1,1.0
1,10,195,575,46,154,1,1,1.0
2,10,188,563,46,154,1,1,1.0
3,10,178,584,46,154,1,1,1.0
4,10,173,581,46,154,1,1,1.0
5,10,165,581,46,154,1,1,1.0
1,11,273,585,46,148,1,1,0.76596
2,11,266,574,46,148,1,1,0.78723
3,11,258,592,46,148,1,1,0.65957
4,11,257,592,46,148,1,1,0.80851
5,11,247,586,46,148,1,1,0.76596
1,12,264,495,19,297,0,10,1.0
2,12,256,485,19,297,0,10,1.0
