1.000000,1.000000,912.000000,484.000000,97.000000,109.000000,0.000000,7.000000,1.000000
2.000000,1.000000,912.000000,484.000000,97.000000,109.000000,0.000000,7.000000,1.000000
3.000000,1.000000,912.000000,484.000000,97.000000,109.000000,0.000000,7.000000,1.000000
4.000000,1.000000,912.000000,484.000000,97.000000,109.000000,0.000000,7.000000,1.000000
1.000000,2.000000,1338.000000,418.000000,167.000000,379.000000,1.000000,1.000000,1.000000
2.000000,2.000000,1342.000000,417.000000,168.000000,380.000000,1.000000,1.000000,1.000000
3.000000,2.000000,1346.000000,417.000000,170.000000,380.000000,1.000000,1.000000,1.000000
4.000000,2.000000,1351.000000,417.000000,171.000000,381.000000,1.000000,1.000000,1.000000
1.000000,3.000000,586.000000,447.000000,85.000000,263.000000,1.000000,1.000000,1.000000
2.000000,3.000000,586.000000,446.000000,85.000000,264.000000,1.000000,1.000000,1.000000
3.000000,3.000000,586.000000,446.000000,85.000000,264.000000,1.000000,1.000000,1.000000
4.000000,3.000000,586.000000,446.000000,85.000000,264.000000,1.000000,1.000000,1.000000
1.000000,4.000000,1585.000000,-1.000000,336.000000,578.000000,0.000000,9.000000,0.981530
2.000000,4.000000,1585.000000,-1.000000,336.000000,578.000000,0.000000,9.000000,0.977770
3.000000,4.000000,1585.000000,-1.000000,336.000000,578.000000,0.000000,9.000000,0.974000
4.000000,4.000000,1585.000000,-1.000000,336.000000,578.000000,0.000000,9.000000,0.970230
1.000000,5.000000,1163.000000,441.000000,33.000000,89.000000,0.000000,8.000000,1.000000
2.000000,5.000000,1163.000000,441.000000,33.000000,89.000000,0.000000,8.000000,1.000000
3.000000,5.000000,1163.000000,441.000000,33.000000,89.000000,0.000000,8.000000,1.000000
4.000000,5.000000,1163.000000,441.000000,33.000000,89.000000,0.000000,8.000000,1.000000
1.000000,6.000000,1308.000000,431.000000,34.000000,118.000000,0.000000,8.000000,0.857140
2.000000,6.000000,1308.000000,431.000000,34.000000,118.000000,0.000000,8.000000,0.971430
3.000000,6.000000,1308.000000,431.000000,34.000000,118.000000,0.000000,8.000000,1.000000
4.000000,6.000000,1308.000000,431.000000,34.000000,118.000000,0.000000,8.000000,1.000000
1.000000,8.000000,1416.000000,431.000000,184.000000,336.000000,1.000000,1.000000,0.513510
2.000000,8.000000,1422.000000,431.000000,183.000000,337.000000,1.000000,1.000000,0.516300
3.000000,8.000000,1428.000000,431.000000,182.000000,338.000000,1.000000,1.000000,0.513660
4.000000,8.000000,1434.000000,431.000000,181.000000,339.000000,1.000000,1.000000,0.510990
1.000000,9.000000,1056.000000,484.000000,36.000000,110.000000,1.000000,1.000000,0.945950
2.000000,9.000000,1055.000000,483.000000,36.000000,110.000000,1.000000,1.000000,0.946430
3.000000,9.000000,1055.000000,483.000000,36.000000,110.000000,1.000000,1.000000,0.946430
4.000000,9.000000,1055.000000,483.000000,36.000000,110.000000,1.000000,1.000000,0.946430
1.000000,10.000000,1091.000000,484.000000,31.000000,115.000000,1.000000,1.000000,1.000000
2.000000,10.000000,1090.000000,484.000000,32.000000,114.000000,1.000000,1.000000,1.000000
3.000000,10.000000,1090.000000,484.000000,32.000000,114.000000,1.000000,1.000000,1.000000
4.000000,10.000000,1090.000000,484.000000,32.000000,114.000000,1.000000,1.000000,1.000000
1.000000,11.000000,734.000000,487.000000,29.000000,68.000000,0.000000,2.000000,0.318840
2.000000,11.000000,733.000000,487.000000,30.000000,68.000000,0.000000,2.000000,0.318840
3.000000,11.000000,733.000000,487.000000,30.000000,69.000000,0.000000,2.000000,0.314290
4.000000,11.000000,732.000000,487.000000,31.000000,69.000000,0.000000,2.000000,0.314290
1.000000,12.000000,679.000000,492.000000,53.000000,105.000000,0.000000,2.000000,0.305730
2.000000,12.000000,679.000000,492.000000,52.000000,105.000000,0.000000,2.000000,0.292630
3.000000,12.000000,679.000000,492.000000,52.000000,105.000000,0.000000,2.000000,0.286220
4.000000,12.000000,679.000000,492.000000,52.000000,105.000000,0.000000,2.000000,0.286220
1.000000,13.000000,738.000000,458.000000,27.000000,75.000000,0.000000,2.000000,0.398500
2.000000,13.000000,737.000000,457.000000,27.000000,75.000000,0.000000,2.000000,0.402730
3.000000,13.000000,737.000000,457.000000,27.000000,75.000000,0.000000,2.000000,0.402730
4.000000,13.000000,737.000000,457.000000,27.000000,75.000000,0.000000,2.000000,0.402730
1.000000,14.000000,1255.000000,447.000000,33.000000,100.000000,1.000000,1.000000,1.000000
2.000000,14.000000,1255.000000,447.000000,33.000000,100.000000,1.000000,1.000000,1.000000
3.000000,14.000000,1255.000000,447.000000,33.000000,100.000000,1.000000,1.000000,1.000000
4.000000,14.000000,1255.000000,447.000000,33.000000,100.000000,1.000000,1.000000,1.000000
1.000000,15.000000,1016.000000,430.000000,40.000000,116.000000,1.000000,1.000000,0.986870
2.000000,15.000000,1015.000000,430.000000,40.000000,116.000000,1.000000,1.000000,0.986660
3.000000,15.000000,1015.000000,430.000000,40.000000,116.000000,1.000000,1.000000,0.986660
4.000000,15.000000,1015.000000,431.000000,40.000000,116.000000,1.000000,1.000000,0.986450
