69,-1,912.8,482.9,97.6,112.6,1
69,-1,835.8,472.2,53.7,77,1
69,-1,374.4,447.1,43.4,105.1,1
69,-1,1261,447.7,34.9,100.6,1
69,-1,419,458.4,42.7,85.3,1
69,-1,501.4,440.4,129.3,324,1
69,-1,1543.7,429.8,52,127.2,1
69,-1,1088.7,482.7,35.6,117.1,1
69,-1,1004.6,441.5,42.1,112,1
69,-1,619.2,441.2,96.2,290,1
69,-1,1052.2,482.2,39.6,112.4,1
69,-1,796.3,475.5,56.9,62.8,1
69,-1,696.6,454.2,76.1,219.9,0.998
69,-1,1095.8,442.2,39.7,108.8,0.998
69,-1,475.5,465.6,33.4,97.9,0.996
517,-1,382.8,463.7,51.1,115.9,1
517,-1,738.7,437.9,107.2,259.8,1
517,-1,916,442.8,142.5,282,1
517,-1,835.9,473.4,53.6,75.5,1
517,-1,1556.7,370.3,307.6,710.7,1
517,-1,689.5,448.5,39.9,124.9,1
517,-1,1330.7,427.2,247.2,644,1
517,-1,572.5,458,32.7,81.8,1
517,-1,1179.3,447.9,35.3,86.5,1
517,-1,1048.5,436.3,101.7,243.9,1
517,-1,643.9,453.7,33.3,96.6,1
517,-1,539.9,462.1,29.1,74.9,0.993
517,-1,459.4,460.2,25.8,73.9,0.979
517,-1,412.1,471.5,48.5,97.6,0.421
436,-1,916.6,483.9,92.1,110.8,1
436,-1,543.2,440,145.2,314.8,1
436,-1,421.5,435.7,125,312.3,1
436,-1,756,414.4,104.2,315.5,1
436,-1,1090.8,417.1,200.9,635.1,0.999
436,-1,1286.1,300.3,479.9,780.7,0.998
436,-1,696.2,429.5,72.8,285.6,0.996
436,-1,528.8,466.7,24.2,71.6,0.306
294,-1,752.6,445,65.1,198,1
294,-1,1517.6,430.2,241.1,461.2,1
294,-1,508.5,455.6,35.5,109.2,1
294,-1,1003.3,408,156.3,613,1
294,-1,1159.8,444.8,47,110,1
294,-1,856.1,432.9,168.6,495.6,1
294,-1,1359.1,441.9,51.6,109.5,1
294,-1,410.1,470.4,49.1,104.4,1
294,-1,659.9,460.9,25.8,72.7,1
294,-1,382.3,463.2,44.8,111.7,0.999
294,-1,1399.5,425.4,151.8,291.2,0.999
294,-1,574.7,463,26.6,59.4,0.99
294,-1,441.3,462.8,32.6,96.9,0.94
294,-1,557,462.1,26.2,62.5,0.899
294,-1,597,460,22.8,55.7,0.788
294,-1,828.1,481.5,53.4,67.1,0.295
294,-1,472,458,35.2,94.6,0.186
294,-1,534.9,455.6,37.4,70.6,0.177
385,-1,835.1,472.5,53.5,76.9,1
385,-1,1083.5,400.3,207.8,626.1,1
385,-1,3,438.1,204.6,374.1,1
385,-1,545.3,412.2,142.9,360.6,1
385,-1,224.7,444.5,155.6,362.2,1
385,-1,796.7,476.8,55.6,60.3,1
385,-1,354.7,439.4,122.4,306.3,1
385,-1,469.3,454.1,38.7,105.4,0.999
385,-1,976.2,418.3,129.7,522.8,0.999
385,-1,514.6,460.7,26.7,64.8,0.954
592,-1,835.9,471.9,53.4,78.7,1
592,-1,1244.9,444.4,92.4,275.6,1
592,-1,914.9,482.7,96.5,112.7,1
592,-1,722.3,446.4,44.5,109.3,1
592,-1,1096.1,414.4,104,286.5,1
592,-1,1014.4,433.5,83.4,241.7,1
592,-1,665,456,38.2,104.4,1
592,-1,381.4,462.2,47.8,116.2,1
592,-1,796.8,476,55.6,61.1,1
592,-1,416.8,467,41.5,105.4,1
592,-1,555.8,459.5,29.3,84.2,1
592,-1,629.9,454.2,34.3,101.3,0.997
592,-1,585.9,457.5,33.9,83.1,0.964
592,-1,605.3,456.6,31.6,90,0.915
293,-1,748.5,443.8,66.6,204.3,1
293,-1,849.7,433.5,172.9,490.8,1
293,-1,507.9,455.2,36.1,110,1
293,-1,1515.9,431.5,240.4,455.2,1
293,-1,1358.3,440.2,50.8,110.8,1
293,-1,1157.3,443.7,48,114.8,1
293,-1,998.9,409.2,154.9,624.3,1
293,-1,410.3,471.9,47.4,102.7,1
293,-1,658.7,461,27,72.8,1
