1,1,153.721,456.462,171.113,492.286,154.183,500.506,136.79,464.681,1,10,1
1,2,280.783,141.706,296.262,176.688,278.283,184.643,262.804,149.661,1,10,1
1,3,274.584,290.579,291.94,321.94,276.184,330.66,258.828,299.299,1,10,1
1,4,188.918,193.53,198.075,220.068,182.805,225.337,173.647,198.8,1,10,1
1,5,530.25,163.428,717.787,179.983,706.075,312.652,518.538,296.096,1,14,1
1,6,931.766,240.772,914.446,420.09,828.639,411.802,845.958,232.484,1,4,1
1,7,1008.92,580.384,993.569,761.959,904.698,754.448,920.045,572.873,1,4,1
1,8,873.395,535.627,858.06,716.478,772.276,709.204,787.611,528.353,1,4,1
1,9,737.794,523.145,720.447,703.392,634.638,695.134,651.985,514.887,1,4,1
1,10,598.254,536.806,581.868,717.563,496.02,709.781,512.406,529.024,1,4,1
1,11,461.628,525.144,445.231,704.788,358.337,696.856,374.734,517.213,1,4,1
1,12,309.844,659.79,293.4,840.571,208.493,832.848,224.936,652.067,1,4,1
1,13,176.731,648.503,157.642,828.963,70.9895,819.797,90.078,639.337,1,4,1
2,1,153.184,460.038,170.934,495.687,154.086,504.075,136.337,468.426,1,10,1
2,2,277.101,144.03,292.928,178.856,275.03,186.991,259.202,152.164,1,10,1
2,3,272.387,292.958,290.056,324.144,274.387,333.021,256.719,301.835,1,10,1
2,4,185.757,196.768,195.179,223.213,179.962,228.635,170.54,202.19,1,10,1
2,5,526.773,163.263,714.465,177.947,704.077,310.726,516.385,296.042,1,14,1
2,6,929.04,236.599,913.51,416.081,827.624,408.65,843.154,229.168,1,4,1
2,7,1009.57,575.425,996.038,757.144,907.097,750.519,920.631,568.801,1,4,1
2,8,873.613,532.021,860.083,713.016,774.23,706.598,787.76,525.603,1,4,1
2,9,737.894,520.893,722.346,701.303,636.459,693.902,652.007,513.491,1,4,1
2,10,598.497,535.945,583.915,716.856,497.994,709.931,512.575,529.019,1,4,1
2,11,461.762,525.646,447.157,705.444,360.189,698.38,374.793,518.582,1,4,1
2,12,311.328,661.799,296.688,842.735,211.707,835.859,226.348,654.923,1,4,1
2,13,178.109,651.84,160.821,832.481,74.0811,824.18,91.369,643.539,1,4,1
3,1,152.684,463.619,170.788,499.089,154.024,507.645,135.921,472.174,1,10,1
3,2,273.443,146.391,289.617,181.058,271.8,189.37,255.626,154.703,1,10,1
3,3,270.215,295.359,288.193,326.367,272.614,335.399,254.636,304.391,1,10,1
3,4,182.63,200.038,192.315,226.387,177.152,231.96,167.468,205.61,1,10,1
3,5,523.294,163.133,711.124,175.945,702.061,308.82,514.231,296.009,1,14,1
3,6,926.272,232.454,912.533,412.082,826.577,405.507,840.317,225.879,1,4,1
3,7,1010.18,570.459,998.459,752.304,909.456,746.567,921.177,564.722,1,4,1
3,8,873.794,528.414,862.07,709.535,776.158,703.973,787.882,522.853,1,4,1
3,9,737.971,518.64,724.224,699.196,638.267,692.651,652.015,512.095,1,4,1
3,10,598.731,535.081,585.954,716.129,499.968,710.061,512.745,529.013,1,4,1
3,11,461.9,526.146,449.089,706.081,362.055,699.884,374.866,519.95,1,4,1
3,12,312.832,663.793,299.997,844.866,214.952,838.838,227.787,657.764,1,4,1
3,13,179.52,655.163,164.034,835.967,77.2163,828.532,92.7018,647.727,1,4,1
4,1,152.219,467.204,170.676,502.493,153.999,511.215,135.542,475.927,1,10,1
4,2,269.808,148.788,286.327,183.292,268.595,191.782,252.076,157.278,1,10,1
4,3,268.066,297.781,286.353,328.608,270.865,337.796,252.578,306.968,1,10,1
4,4,179.535,203.338,189.482,229.59,174.376,235.314,164.429,209.062,1,10,1
4,5,519.814,163.038,707.762,173.976,700.025,306.935,512.077,295.997,1,14,1
4,6,923.464,228.336,911.516,408.092,825.5,402.375,837.447,222.619,1,4,1
4,7,1010.74,565.488,1000.83,747.44,911.776,742.591,921.683,560.639,1,4,1
4,8,873.94,524.805,864.022,706.034,778.059,701.329,787.977,520.1,1,4,1
4,9,738.026,516.385,726.08,697.07,640.062,691.383,652.009,510.698,1,4,1
4,10,598.957,534.215,587.986,715.381,501.944,710.171,512.915,529.004,1,4,1
4,11,462.044,526.645,451.028,706.699,363.936,701.37,374.952,521.317,1,4,1
4,12,314.356,665.771,303.328,846.964,218.227,841.784,229.255,660.592,1,4,1
4,13,180.964,658.472,167.283,839.422,80.3947,832.852,94.0762,651.902,1,4,1
5,1,151.791,470.795,170.598,505.897,154.009,514.786,135.201,479.683,1,10,1
5,2,266.198,151.222,283.06,185.559,265.413,194.225,248.551,159.888,1,10,1
5,3,265.942,300.224,284.535,330.868,269.139,340.209,250.546,309.566,1,10,1
5,4,176.473,206.669,186.682,232.82,171.634,238.695,161.425,212.543,1,10,1
5,5,516.334,162.977,704.382,172.04,697.97,305.07,509.922,296.007,1,14,1
5,6,920.614,224.247,910.46,404.113,824.391,399.254,834.545,219.388,1,4,1
5,7,1011.25,560.511,1003.16,742.554,914.056,738.593,922.148,556.551,1,4,1
5,8,874.05,521.195,865.94,702.513,779.934,698.667,788.044,517.348,1,4,1
5,9,738.059,514.131,727.915,694.926,641.845,690.097,651.988,509.302,1,4,1
5,10,599.174,533.346,590.011,714.613,503.921,710.261,513.084,528.994,1,4,1
5,11,462.192,527.143,452.973,707.297,365.832,702.838,375.052,522.683,1,4,1
5,12,315.899,667.735,306.679,849.028,221.53,844.697,230.751,663.404,1,4,1
5,13,182.442,661.766,170.565,842.843,83.6161,837.141,95.4925,656.063,1,4,1
6,1,151.398,474.389,170.554,509.302,154.054,518.356,134.898,483.443,1,10,1
6,2,262.612,153.691,279.816,187.858,262.256,196.7,245.052,162.533,1,10,1
6,3,263.842,302.689,282.74,333.145,267.438,342.64,248.54,312.183,1,10,1
6,4,173.445,210.03,183.913,236.079,168.925,242.103,158.456,216.054,1,10,1
6,5,512.774,163.054,700.907,170.135,695.897,303.225,507.764,296.144,1,14,1
6,6,917.724,220.186,909.365,400.144,823.251,396.144,831.61,216.185,1,4,1
6,7,1011.71,555.53,1005.43,737.644,916.295,734.572,922.572,552.458,1,4,1
6,8,874.123,517.583,867.823,698.974,781.782,695.985,788.083,514.595,1,4,1
6,9,738.069,511.876,729.729,692.764,643.615,688.793,651.955,507.906,1,4,1
6,10,599.383,532.476,592.028,713.825,505.899,710.332,513.254,528.983,1,4,1
6,11,462.346,527.639,454.924,707.876,367.743,704.286,375.165,524.049,1,4,1
6,12,317.462,669.683,310.05,851.059,224.863,847.578,232.275,666.201,1,4,1
6,13,183.952,665.045,173.882,846.232,86.8801,841.397,96.9499,660.21,1,4,1
7,1,151.04,477.988,170.544,512.708,154.136,521.925,134.632,487.205,1,10,1
7,2,259.051,156.196,276.595,190.19,259.124,199.207,241.58,165.213,1,10,1
7,3,261.767,305.174,280.968,335.441,265.761,345.087,246.56,314.821,1,10,1
7,4,170.45,213.422,181.178,239.365,166.25,245.538,155.522,219.595,1,10,1
7,5,509.371,162.96,697.563,168.271,693.806,301.402,505.615,296.092,1,14,1
7,6,914.794,216.154,908.229,396.187,822.08,393.046,828.644,213.013,1,4,1
7,7,1012.12,550.544,1007.66,732.711,918.495,730.529,922.955,548.361,1,4,1
7,8,874.161,513.972,869.67,695.416,783.604,693.285,788.095,511.841,1,4,1
7,9,738.056,509.622,731.521,690.583,645.371,687.472,651.907,506.51,1,4,1
7,10,599.583,531.603,594.037,713.017,507.877,710.383,513.423,528.969,1,4,1
7,11,462.504,528.133,456.88,708.435,369.668,705.715,375.292,525.413,1,4,1
7,12,319.045,671.615,313.442,853.056,228.224,850.425,233.827,668.983,1,4,1
7,13,185.494,668.309,177.232,849.587,90.1864,845.62,98.4485,664.342,1,4,1
8,1,150.719,481.589,170.568,516.113,154.252,525.494,134.403,490.97,1,10,1
8,2,255.515,158.737,273.397,192.554,256.017,201.744,238.135,167.927,1,10,1
8,3,259.716,307.68,279.218,337.754,264.109,347.551,244.607,317.478,1,10,1
8,4,167.489,216.843,178.475,242.677,163.61,248.999,152.624,223.165,1,10,1
8,5,505.814,163.108,694.051,166.436,691.697,299.599,503.46,296.271,1,14,1
8,6,911.823,212.151,907.054,392.241,820.878,389.959,825.647,209.869,1,4,1
8,7,1012.48,545.554,1009.83,727.757,920.654,726.464,923.297,544.261,1,4,1
8,8,874.163,510.36,871.481,691.84,785.398,690.568,788.08,509.087,1,4,1
8,9,738.021,507.368,733.291,688.385,647.115,686.133,651.845,505.115,1,4,1
8,10,599.774,530.729,596.037,712.189,509.856,710.414,513.592,528.954,1,4,1
8,11,462.668,528.626,458.842,708.976,371.607,707.125,375.433,526.775,1,4,1
8,12,320.646,673.532,316.853,855.02,231.613,853.238,235.406,671.75,1,4,1
8,13,187.069,671.558,180.615,852.909,93.5345,849.81,99.9884,668.459,1,4,1
