375,-1,1222,31.4,61,118.8,1
375,-1,686.4,206,79.7,113.1,1
375,-1,1632.7,15.3,59.8,162.8,1
375,-1,1079.3,447.2,68.5,202.7,1
375,-1,358.8,110.2,55.7,176.5,1
375,-1,445.8,308,73.6,214.7,1
375,-1,285,130.4,54.7,168.9,1
375,-1,828.5,1,55.8,113.1,1
375,-1,109,350.7,53,189.7,1
375,-1,455,545.4,71.9,233,1
375,-1,1719.1,455,78.5,214.2,1
375,-1,953.1,41.1,61.6,176.7,1
375,-1,445.3,75.7,69.2,197,1
375,-1,1590,632.3,83.1,243.1,1
375,-1,795.9,150.3,59.3,171.1,1
375,-1,348.2,529.4,88.2,246.3,1
375,-1,508.4,86.8,51,168.9,1
375,-1,215.8,139.5,58.3,158.4,1
375,-1,1018.4,52.6,54.8,164.2,1
375,-1,1434.3,2,52.3,97.2,1
375,-1,562.9,566,99.4,253.7,1
375,-1,1803.1,449.2,64.2,214,1
375,-1,380.9,2.2,47.5,92.3,1
375,-1,212.1,306.5,53.4,180.2,1
375,-1,850.4,488.2,84.6,232.2,1
375,-1,911.3,500.3,78.1,212.6,1
375,-1,756.5,97.5,46.8,142.8,1
375,-1,1767.7,104.3,53.6,154.4,0.999
375,-1,1810.5,69.2,64.4,165.5,0.999
375,-1,969.5,916.2,86.2,164.8,0.997
242,-1,1220.8,30.7,63.6,119.6,1
242,-1,686.3,207.5,79.9,111.6,1
242,-1,1163.6,120.3,53,160.5,1
242,-1,795.4,150.9,59.8,176.4,1
242,-1,1592.6,2.1,57.8,145.1,1
242,-1,1483.3,59.7,52.9,151,1
242,-1,446.1,175.5,74.8,209.5,1
242,-1,1083.9,120.4,59.9,182.2,1
242,-1,1363.1,568,110.2,244.7,1
242,-1,288.8,127.8,55.1,172.2,1
242,-1,1720.8,457.1,77.9,212.3,1
242,-1,387.5,523.2,86.9,236.9,1
242,-1,109.3,350.3,49.7,191,1
242,-1,704.4,1,54.9,160.1,1
242,-1,355.5,104.7,54.2,179.6,1
242,-1,212.1,125.6,55.5,167.1,1
242,-1,929.4,120,69,185.2,1
242,-1,495.8,356.4,73.2,224.5,1
242,-1,222,475.7,62.3,204.3,1
242,-1,196.3,717.6,86,253.1,1
242,-1,844.9,345.4,79.5,193.6,1
242,-1,516.2,118.1,52.1,181,1
242,-1,589.8,366.6,61.8,194.9,1
242,-1,787.2,332.6,80.9,206,1
242,-1,111.2,563.6,87.4,243,0.999
242,-1,931,894.7,72.4,186.3,0.979
242,-1,156.7,667.7,61.7,198.4,0.089
583,-1,1221.4,30.7,61.8,119.6,1
583,-1,687,206.1,79.6,113.5,1
583,-1,1480.8,4.7,60.4,144.5,1
583,-1,801.3,143.7,62.8,175,1
583,-1,377.4,253.1,65.8,198.8,1
583,-1,1646.6,1,55.3,129.1,1
583,-1,1650.4,245.1,79.6,201.3,1
583,-1,288.5,123.8,52.6,173.1,1
583,-1,1718.1,452.8,82.9,214.2,1
583,-1,873.9,2.7,50.3,100.9,1
583,-1,558.9,112.6,51.2,175.1,1
583,-1,1576.1,588.7,92.1,234.5,1
583,-1,217.1,275.2,64.1,190.9,1
583,-1,216.5,135,51.1,160.3,1
583,-1,358.2,109,53.5,176.6,1
583,-1,754,80,44.1,155.5,1
583,-1,157.4,253.2,60.5,209.5,1
583,-1,460.6,117.5,51.3,158.2,1
583,-1,1849.1,263.2,68.6,177.3,1
583,-1,1050.3,833.8,127.4,247.2,0.999
583,-1,426.7,61.9,44.7,169,0.999
583,-1,696.8,569,85.3,256.4,0.999
583,-1,1132.4,844.4,91.4,236.6,0.244
583,-1,1004.2,926.9,70.8,154.1,0.085
