1,1,976,904,976,858,859,858,859,904,-1,0,1
1,2,1028,568,1030,517,913,511,910,561,-1,0,0
1,3,924,85,1047,79,1045,29,922,34,-1,0,0
1,4,880,825,1003,820,1001,768,878,773,-1,0,0
1,5,1006,762,1008,709,887,705,885,758,-1,0,0
1,6,1028,632,1028,577,910,574,910,629,-1,0,0
1,7,1034,503,1035,452,906,447,905,498,-1,0,0
1,8,910,421,1029,416,1028,364,909,368,-1,0,0
1,9,905,695,1016,693,1015,637,904,639,-1,0,0
1,10,1069,225,1069,171,931,170,931,224,-1,0,0
1,11,910,361,1046,358,1044,305,908,308,-1,0,0
1,12,942,142,1074,136,1072,85,941,90,-1,0,0
1,13,929,213,930,194,911,193,910,212,-1,2,0
1,14,925,435,925,421,905,421,905,435,-1,2,0
1,15,853,250,872,250,872,233,853,233,-1,2,0
1,16,573,479,583,352,522,348,512,475,-1,0,0
1,17,936,293,1059,286,1057,241,934,247,-1,0,0
1,18,883,219,900,219,900,204,883,204,-1,2,0
2,2,1034,616,1037,564,920,558,917,610,-1,0,0
2,3,933,133,1054,129,1053,77,932,81,-1,0,0
2,4,885,873,1009,867,1006,816,882,821,-1,0,0
2,5,1010,810,1012,759,894,753,892,804,-1,0,0
2,6,1032,679,1034,625,917,622,915,675,-1,0,0
2,7,1036,546,1038,495,912,492,910,543,-1,0,0
2,8,917,469,1042,464,1040,411,915,416,-1,0,0
2,9,905,746,1022,742,1021,685,904,688,-1,0,0
2,10,1069,275,1069,220,940,218,940,273,-1,0,0
2,11,915,409,1051,403,1049,351,913,357,-1,0,0
2,12,947,194,1080,188,1077,135,944,141,-1,0,0
2,13,936,259,937,237,918,236,917,258,-1,2,0
2,14,912,478,929,478,929,463,912,463,-1,2,0
2,15,856,301,875,301,875,282,856,282,-1,2,0
2,16,577,529,589,402,528,396,517,524,-1,0,0
2,17,944,338,1064,330,1061,286,941,294,-1,0,0
2,18,883,271,903,271,903,253,883,253,-1,2,0
2,19,934,65,1052,52,1047,3,929,16,-1,0,0
3,2,1035,635,1038,584,922,577,920,628,-1,0,0
3,3,933,151,1054,147,1052,98,931,101,-1,0,0
3,4,888,895,1012,890,1010,836,886,840,-1,0,0
3,5,1018,831,1021,778,896,771,893,824,-1,0,0
3,6,1036,699,1038,644,921,641,920,696,-1,0,0
3,7,1030,568,1032,519,915,514,913,563,-1,0,0
3,8,918,487,1054,484,1053,430,916,434,-1,0,0
3,9,915,763,1024,761,1024,708,914,711,-1,0,0
3,10,942,293,1072,293,1072,237,942,237,-1,0,0
3,11,917,430,1056,424,1054,370,915,376,-1,0,0
3,12,951,209,1081,205,1080,154,950,158,-1,0,0
3,13,938,276,940,254,923,253,921,275,-1,2,0
3,14,915,490,930,490,930,477,915,477,-1,2,0
3,15,857,320,886,316,884,296,855,300,-1,2,0
3,16,583,550,590,416,523,413,516,547,-1,0,0
3,17,945,359,1066,354,1064,307,943,312,-1,0,0
3,18,880,286,903,286,903,266,880,266,-1,2,0
3,19,936,84,1059,73,1054,21,931,32,-1,0,0
4,2,1038,637,1041,586,926,580,924,630,-1,0,0
4,3,937,153,1059,149,1058,100,936,104,-1,0,0
4,4,894,896,1018,890,1016,838,891,843,-1,0,0
4,5,1019,833,1022,780,902,771,899,823,-1,0,0
4,6,1039,700,1041,647,925,644,923,697,-1,0,0
4,7,1042,573,1045,523,921,515,918,565,-1,0,0
4,8,924,492,1049,487,1048,434,923,438,-1,0,0
4,9,915,766,1029,764,1028,709,915,712,-1,0,0
4,10,1063,297,1064,241,952,240,951,296,-1,0,0
4,11,922,429,1060,425,1059,372,921,376,-1,0,0
4,12,955,212,1085,206,1083,157,953,163,-1,0,0
4,13,944,279,945,255,926,255,925,278,-1,2,0
4,14,917,488,931,488,931,475,917,475,-1,2,0
4,15,858,321,885,319,884,302,858,304,-1,2,0
4,16,589,554,596,427,531,423,524,550,-1,0,0
4,17,951,362,1071,356,1069,310,949,315,-1,0,0
4,18,882,282,900,282,900,264,882,264,-1,2,0
4,19,941,85,1061,74,1056,23,936,35,-1,0,0
5,2,1036,641,1040,589,927,582,923,633,-1,0,0
5,3,940,156,1060,150,1057,100,938,106,-1,0,0
5,4,890,898,1016,892,1013,840,888,846,-1,0,0
5,5,1021,837,1023,784,900,779,897,831,-1,0,0
5,6,1040,703,1041,650,924,648,923,701,-1,0,0
5,7,1038,572,1039,524,920,519,919,568,-1,0,0
5,8,923,494,1043,491,1041,437,921,440,-1,0,0
5,9,914,768,1026,765,1024,712,912,715,-1,0,0
5,10,1063,301,1063,245,949,243,948,299,-1,0,0
5,11,927,434,1062,430,1060,377,925,381,-1,0,0
5,12,954,216,1083,210,1081,158,952,164,-1,0,0
5,13,944,281,944,259,925,259,925,281,-1,2,0
5,14,913,484,928,484,928,470,913,470,-1,2,0
5,15,860,326,881,324,881,308,860,309,-1,2,0
5,16,586,559,595,426,533,422,524,555,-1,0,0
5,17,948,362,1065,359,1063,311,946,314,-1,0,0
5,18,868,288,892,285,891,267,866,269,-1,2,0
5,19,940,89,1058,76,1053,26,935,39,-1,0,0
6,2,1046,643,1048,591,933,584,931,636,-1,0,0
6,3,947,157,1068,152,1065,102,945,108,-1,0,0
6,4,902,900,1025,896,1023,843,900,847,-1,0,0
6,5,1027,837,1028,785,909,780,908,833,-1,0,0
6,6,1047,706,1049,653,930,649,929,703,-1,0,0
6,7,1048,577,1051,528,928,521,926,569,-1,0,0
6,8,932,495,1051,491,1049,439,931,443,-1,0,0
6,9,922,770,1039,765,1037,711,920,716,-1,0,0
6,10,1070,302,1070,246,956,246,956,302,-1,0,0
6,11,931,435,1072,432,1070,379,929,383,-1,0,0
6,12,963,216,1094,210,1092,162,961,168,-1,0,0
6,13,933,284,951,284,951,263,933,263,-1,2,0
6,14,919,479,934,479,934,464,919,464,-1,2,0
6,15,889,327,889,310,869,310,869,327,-1,2,0
6,16,593,560,603,434,540,430,530,556,-1,0,0
6,17,952,367,1077,360,1074,314,949,321,-1,0,0
6,18,873,286,897,285,896,269,872,270,-1,2,0
6,19,946,89,1063,79,1058,29,941,39,-1,0,0
