1,1,590,102,689,83,679,34,580,53,-1,0,0
1,2,660,455,668,405,561,389,553,439,-1,0,0
1,3,931,190,979,184,966,73,917,79,-1,0,0
1,4,645,511,650,463,539,451,534,499,-1,0,0
1,5,799,308,848,301,832,197,783,204,-1,0,0
1,6,881,307,932,303,924,200,873,204,-1,0,0
1,7,992,56,995,6,888,0,885,50,-1,0,0
1,8,1042,192,1058,100,1012,92,996,184,-1,0,0
1,9,683,393,692,342,586,325,577,376,-1,0,0
1,10,61,838,143,787,121,751,39,802,-1,0,0
1,11,1164,214,1183,170,1083,129,1065,173,-1,0,0
1,12,578,274,650,274,650,242,578,242,-1,6,0
1,13,313,682,410,622,383,579,287,639,-1,0,0
1,14,589,217,693,201,686,156,583,172,-1,0,0
1,15,785,180,821,173,804,88,767,95,-1,3,0
1,16,576,50,674,36,667,-10,569,4,-1,0,1
1,17,609,328,701,326,699,279,607,281,-1,0,0
1,18,573,932,669,892,652,850,555,890,-1,0,1
1,19,592,164,700,145,693,101,585,120,-1,0,0
1,20,870,191,915,187,905,70,859,74,-1,3,0
1,21,-24,894,58,838,33,802,-48,858,-1,0,1
1,22,521,341,523,296,496,295,495,340,-1,7,0
1,23,187,535,194,494,168,489,161,530,-1,7,0
1,24,775,410,789,405,783,387,768,392,-1,2,0
1,25,350,195,366,195,366,181,350,181,-1,2,0
1,26,829,468,830,446,814,445,813,467,-1,2,0
1,27,186,592,225,568,217,555,178,579,-1,1,0
1,28,147,523,180,494,164,475,130,504,-1,7,0
1,29,271,146,305,125,292,104,258,125,-1,7,0
1,30,183,570,212,544,201,532,172,558,-1,1,0
1,31,603,241,647,239,646,219,603,221,-1,1,0
1,32,134,485,174,483,173,459,132,461,-1,7,0
1,33,1081,198,1085,184,1063,176,1059,190,-1,2,0
2,1,593,107,690,87,681,39,583,59,-1,0,0
2,2,665,459,672,410,562,394,555,443,-1,0,0
2,3,936,194,983,187,967,77,920,84,-1,0,0
2,4,650,515,654,468,542,460,538,507,-1,0,0
2,5,798,311,847,306,837,202,788,207,-1,0,0
2,6,884,312,937,306,924,202,871,208,-1,0,0
2,7,993,60,996,11,891,6,888,55,-1,0,0
2,8,1040,196,1063,107,1018,96,995,185,-1,0,0
2,9,685,401,695,349,589,327,579,379,-1,0,0
2,10,66,845,149,792,126,756,43,809,-1,0,0
2,11,1169,219,1189,173,1089,131,1069,177,-1,0,0
2,12,581,281,655,280,655,247,580,248,-1,6,0
2,13,318,688,414,626,387,584,291,646,-1,0,0
2,14,591,223,696,206,689,160,584,177,-1,0,0
2,15,782,186,823,180,810,93,769,99,-1,3,0
2,16,578,54,674,40,668,-4,572,10,-1,0,1
2,17,612,334,703,332,702,284,611,286,-1,0,0
2,18,579,944,675,892,652,849,555,901,-1,0,1
2,19,595,168,701,149,693,105,587,124,-1,0,0
2,20,871,196,917,192,907,75,861,79,-1,3,0
2,21,-24,907,65,849,39,810,-49,868,-1,0,1
2,22,524,346,524,299,495,299,495,346,-1,7,0
2,23,190,543,199,502,173,496,164,537,-1,7,0
2,24,776,407,798,407,798,387,776,387,-1,2,0
2,25,368,201,368,183,352,183,352,201,-1,2,0
2,26,825,463,836,463,836,447,825,447,-1,2,0
2,27,193,597,230,572,221,560,184,585,-1,1,0
2,28,151,531,184,503,167,482,134,510,-1,7,0
2,29,276,152,308,128,293,108,261,132,-1,7,0
2,30,186,576,217,549,206,537,175,564,-1,1,0
2,31,606,246,650,243,648,223,604,226,-1,1,0
2,32,137,492,180,486,177,462,134,468,-1,7,0
2,33,1081,194,1082,178,1065,177,1064,193,-1,2,0
3,1,595,129,694,107,683,59,584,81,-1,0,0
3,2,666,479,673,430,564,414,557,463,-1,0,0
3,3,935,213,985,206,969,97,919,104,-1,0,0
3,4,652,537,657,490,546,478,541,525,-1,0,0
3,5,800,332,849,327,840,223,790,228,-1,0,0
3,6,884,330,936,327,929,224,877,227,-1,0,0
3,7,996,81,997,31,891,27,890,77,-1,0,0
3,8,1045,216,1064,125,1018,115,999,206,-1,0,0
3,9,686,421,697,369,592,347,581,399,-1,0,0
3,10,67,864,150,812,127,777,45,829,-1,0,0
