12,Unripe,1,1218,337,17,18,-1,-1,-1,0
14,Unripe,1,1214,335,17,17,-1,-1,-1,0
32,Unripe,1,254,348,14,16,-1,-1,-1,0
45,Unripe,1,1189,338,16,17,-1,-1,-1,0
61,Unripe,1,1230,337,16,18,-1,-1,-1,0
62,Unripe,4,1233,338,17,17,-1,-1,-1,0
64,Unripe,4,1247,339,17,18,-1,-1,-1,0
65,Unripe,4,1249,338,17,18,-1,-1,-1,0
66,Unripe,4,1251,338,16,18,-1,-1,-1,0
67,Unripe,5,321,344,14,16,-1,-1,-1,0
70,Unripe,5,336,343,14,16,-1,-1,-1,0
71,Unripe,5,337,343,14,15,-1,-1,-1,0
72,Unripe,5,337,342,15,16,-1,-1,-1,0
78,Unripe,5,368,342,14,15,-1,-1,-1,0
83,Unripe,5,386,341,14,16,-1,-1,-1,0
88,Unripe,5,402,341,15,16,-1,-1,-1,0
95,Unripe,5,430,339,13,17,-1,-1,-1,0
97,Unripe,6,433,338,14,16,-1,-1,-1,0
146,Unripe,6,0,527,22,56,-1,-1,-1,0
147,Unripe,7,0,528,36,60,-1,-1,-1,0
148,Unripe,7,0,531,45,61,-1,-1,-1,0
149,Unripe,7,0,532,59,60,-1,-1,-1,0
150,Unripe,7,0,533,69,59,-1,-1,-1,0
151,Unripe,7,9,532,75,60,-1,-1,-1,0
152,Unripe,7,21,533,73,60,-1,-1,-1,0
153,Unripe,7,31,536,74,59,-1,-1,-1,0
154,Unripe,7,37,538,75,61,-1,-1,-1,0
155,Unripe,7,48,539,74,61,-1,-1,-1,0
156,Unripe,7,57,542,74,61,-1,-1,-1,0
157,Unripe,7,66,546,74,61,-1,-1,-1,0
158,Unripe,7,81,548,71,60,-1,-1,-1,0
159,Unripe,7,91,549,72,60,-1,-1,-1,0
160,Unripe,7,104,549,72,61,-1,-1,-1,0
161,Unripe,7,115,551,71,60,-1,-1,-1,0
162,Unripe,7,129,552,70,59,-1,-1,-1,0
163,Unripe,7,139,554,69,59,-1,-1,-1,0
164,Unripe,7,148,554,70,61,-1,-1,-1,0
165,Unripe,7,160,558,69,59,-1,-1,-1,0
166,Unripe,7,175,558,68,60,-1,-1,-1,0
167,Unripe,7,187,562,68,58,-1,-1,-1,0
168,Unripe,7,198,562,67,60,-1,-1,-1,0
169,Unripe,8,255,511,49,36,-1,-1,-1,0
169,Unripe,7,208,566,67,59,-1,-1,-1,0
170,Unripe,9,2,461,79,95,-1,-1,-1,0
170,Unripe,7,220,565,66,60,-1,-1,-1,0
171,Unripe,10,0,377,30,49,-1,-1,-1,0
171,Unripe,9,13,464,84,93,-1,-1,-1,0
171,Unripe,8,273,505,55,43,-1,-1,-1,0
171,Unripe,7,235,565,65,60,-1,-1,-1,0
172,Unripe,10,0,377,41,46,-1,-1,-1,0
172,Unripe,9,28,468,84,88,-1,-1,-1,0
172,Unripe,8,286,506,54,41,-1,-1,-1,0
172,Unripe,7,247,566,66,60,-1,-1,-1,0
173,Unripe,10,4,380,49,43,-1,-1,-1,0
173,Unripe,8,292,502,60,46,-1,-1,-1,0
173,Unripe,7,260,568,65,59,-1,-1,-1,0
174,Unripe,10,3,383,60,35,-1,-1,-1,0
174,Unripe,9,54,474,85,88,-1,-1,-1,0
174,Unripe,8,300,503,61,47,-1,-1,-1,0
174,Unripe,7,270,569,64,60,-1,-1,-1,0
175,Unripe,9,69,484,83,80,-1,-1,-1,0
175,Unripe,8,310,506,64,47,-1,-1,-1,0
175,Unripe,7,282,571,64,60,-1,-1,-1,0
176,Unripe,10,30,387,54,36,-1,-1,-1,0
176,Unripe,9,83,472,81,94,-1,-1,-1,0
176,Unripe,8,321,507,54,46,-1,-1,-1,0
176,Unripe,7,293,572,64,60,-1,-1,-1,0
177,Unripe,11,0,401,51,62,-1,-1,-1,0
177,Unripe,10,48,390,47,43,-1,-1,-1,0
177,Unripe,9,94,484,84,86,-1,-1,-1,0
177,Unripe,8,328,511,56,44,-1,-1,-1,0
177,Unripe,7,303,576,64,58,-1,-1,-1,0
178,Unripe,11,0,405,59,63,-1,-1,-1,0
178,Unripe,10,58,392,44,43,-1,-1,-1,0
178,Unripe,9,105,482,81,91,-1,-1,-1,0
178,Unripe,8,338,511,55,47,-1,-1,-1,0
178,Unripe,7,312,579,64,57,-1,-1,-1,0
179,Unripe,11,2,406,71,65,-1,-1,-1,0
179,Unripe,10,67,394,46,37,-1,-1,-1,0
179,Unripe,9,117,483,82,92,-1,-1,-1,0
179,Unripe,8,346,515,55,44,-1,-1,-1,0
179,Unripe,7,324,581,62,57,-1,-1,-1,0
180,Unripe,11,17,410,70,64,-1,-1,-1,0
180,Unripe,10,72,396,54,33,-1,-1,-1,0
180,Unripe,9,132,483,82,95,-1,-1,-1,0
180,Unripe,8,356,513,57,47,-1,-1,-1,0
180,Unripe,7,335,583,63,57,-1,-1,-1,0
181,Unripe,11,35,410,69,64,-1,-1,-1,0
181,Unripe,10,86,397,54,33,-1,-1,-1,0
181,Unripe,9,149,485,82,93,-1,-1,-1,0
181,Unripe,8,372,514,51,46,-1,-1,-1,0
181,Unripe,7,349,582,61,58,-1,-1,-1,0
182,Unripe,11,49,410,70,67,-1,-1,-1,0
182,Unripe,10,108,399,43,30,-1,-1,-1,0
182,Unripe,9,164,488,82,92,-1,-1,-1,0
182,Unripe,8,382,514,53,46,-1,-1,-1,0
182,Unripe,7,363,589,58,52,-1,-1,-1,0
183,Unripe,11,63,411,69,69,-1,-1,-1,0
183,Unripe,10,123,400,38,30,-1,-1,-1,0
183,Unripe,9,176,489,82,93,-1,-1,-1,0
183,Unripe,8,391,514,55,48,-1,-1,-1,0
183,Unripe,7,379,586,55,56,-1,-1,-1,0
184,Unripe,11,79,410,67,69,-1,-1,-1,0
184,Unripe,10,132,399,43,30,-1,-1,-1,0
184,Unripe,9,191,490,82,93,-1,-1,-1,0
184,Unripe,8,411,513,45,50,-1,-1,-1,0
184,Unripe,7,390,590,56,52,-1,-1,-1,0
185,Unripe,11,95,407,65,73,-1,-1,-1,0
185,Unripe,9,207,492,80,90,-1,-1,-1,0
185,Unripe,8,423,512,45,50,-1,-1,-1,0
185,Unripe,7,405,591,54,50,-1,-1,-1,0
186,Unripe,9,223,492,81,91,-1,-1,-1,0
186,Unripe,8,431,510,49,53,-1,-1,-1,0
186,Unripe,7,421,594,51,47,-1,-1,-1,0
187,Unripe,9,241,495,79,88,-1,-1,-1,0
187,Unripe,7,435,593,51,49,-1,-1,-1,0
188,Unripe,11,150,413,69,73,-1,-1,-1,0
188,Unripe,9,259,495,79,87,-1,-1,-1,0
188,Unripe,7,451,592,49,49,-1,-1,-1,0
189,Unripe,12,2,376,63,70,-1,-1,-1,0
189,Unripe,11,174,413,64,72,-1,-1,-1,0
189,Unripe,9,278,490,77,92,-1,-1,-1,0
189,Unripe,8,454,495,62,66,-1,-1,-1,0
189,Unripe,7,467,589,48,52,-1,-1,-1,0
190,Unripe,12,10,378,69,68,-1,-1,-1,0
190,Unripe,11,189,412,66,72,-1,-1,-1,0
190,Unripe,9,295,492,76,89,-1,-1,-1,0
190,Unripe,8,469,497,60,64,-1,-1,-1,0
190,Unripe,7,483,589,46,51,-1,-1,-1,0
191,Unripe,12,28,379,69,67,-1,-1,-1,0
191,Unripe,11,209,406,64,75,-1,-1,-1,0
191,Unripe,9,314,496,75,85,-1,-1,-1,0
191,Unripe,8,481,494,61,67,-1,-1,-1,0
191,Unripe,7,497,589,46,49,-1,-1,-1,0
192,Unripe,12,45,371,66,74,-1,-1,-1,0
192,Unripe,11,224,407,64,70,-1,-1,-1,0
192,Unripe,9,332,492,75,87,-1,-1,-1,0
192,Unripe,8,496,495,60,65,-1,-1,-1,0
192,Unripe,7,519,588,40,50,-1,-1,-1,0
193,Unripe,12,64,366,66,76,-1,-1,-1,0
193,Unripe,11,249,407,58,65,-1,-1,-1,0
193,Unripe,9,353,495,73,82,-1,-1,-1,0
