534,-1,1246.7,53.1,369.4,977.5,1
534,-1,889.7,206.4,164.9,489.5,1
534,-1,370.3,76.3,310.2,792,1
534,-1,172.9,200.9,256.8,682,1
534,-1,1138.8,274,133.8,319.3,0.999
872,-1,804.1,161.1,167.6,477.3,1
872,-1,1403,275.5,39.1,124.1,1
872,-1,978.1,119.8,158.4,531.6,1
872,-1,1860.9,272,40,99.2,1
872,-1,1179.7,211.3,99.9,345.8,1
872,-1,1801,266.9,38.9,117.9,1
872,-1,1625.4,276.5,35.2,104.6,1
872,-1,161.9,22.4,557.1,1058.6,0.999
872,-1,1332.1,290.7,27.1,88.3,0.965
872,-1,1459.2,293.3,27.1,69,0.965
872,-1,1363.8,292.3,28.6,85.4,0.949
872,-1,1424,279.4,35.4,104.3,0.098
807,-1,1017.8,177.1,323.7,724.3,1
807,-1,886.7,184.2,157.7,532.5,1
807,-1,641.8,265.9,144.9,457.8,0.999
807,-1,508,255.9,158.3,446,0.766
807,-1,1,6.5,511.6,1074.5,0.65
297,-1,1240.7,170.2,208.2,635.2,1
297,-1,837.7,178.9,180.7,563.9,1
297,-1,1063.9,205.3,187.9,554.2,1
297,-1,379.1,123.1,274.4,765.4,1
297,-1,33.8,114.3,305.4,821.9,1
297,-1,1789.5,903.7,39.1,75.6,0.999
297,-1,761.1,282,97.8,266.4,0.999
297,-1,720.9,319.8,50.8,146.5,0.999
111,-1,688.5,394.2,70.4,172.1,1
111,-1,1086,301.5,192.9,468.5,1
111,-1,770.6,227.6,211.5,654.1,1
111,-1,423.1,348,108.1,366.6,1
111,-1,1589.9,364.6,50,139.4,1
111,-1,1278.8,389.8,48.7,126.9,1
111,-1,959.1,323.6,100.3,337.9,0.999
111,-1,1874.9,387.3,35.1,104.3,0.956
450,-1,1159.3,131.3,316.7,846.1,1
450,-1,704.2,198.5,176.4,534.9,1
450,-1,929.3,220.6,140,443.4,1
450,-1,596.6,306.8,109.1,261.9,1
450,-1,546.6,308.6,65.4,211.2,0.999
450,-1,1105.2,309.8,83.8,244.8,0.998
766,-1,969.5,232.7,163.7,401.3,1
766,-1,278.6,9.4,426.2,992.4,1
